ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
329598,26-39,female,minority,0-9y,none,middle class,,0.0,before 2015,1.0,0.0,10238,14000.0,sedan,0,0,0,1.0
603341,65+,male,majority,30y+,high school,upper class,0.6060025247092775,1.0,before 2015,0.0,1.0,10238,,sedan,2,0,4,0.0
220700,16-25,male,minority,0-9y,none,poverty,0.2956147179906796,0.0,before 2015,0.0,1.0,32765,9000.0,sports car,0,0,0,1.0
447863,16-25,male,majority,0-9y,high school,middle class,,0.0,after 2015,0.0,1.0,32765,12000.0,sedan,0,0,0,0.0
962434,26-39,male,majority,10-19y,high school,upper class,0.6012733666180051,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,1,0,2,0.0
634006,26-39,male,majority,10-19y,university,upper class,0.6467083588488515,0.0,after 2015,1.0,0.0,32765,11000.0,sedan,6,0,1,0.0
245523,40-64,female,majority,10-19y,none,working class,0.3315640659194958,1.0,before 2015,1.0,1.0,32765,12000.0,sedan,3,1,1,0.0
556806,65+,male,majority,0-9y,high school,upper class,0.4736061159306169,1.0,after 2015,1.0,1.0,92101,12000.0,sedan,0,0,0,1.0
136795,26-39,male,majority,10-19y,university,upper class,0.6980053964165731,1.0,before 2015,1.0,1.0,21217,12000.0,sedan,2,0,0,1.0
745014,16-25,female,majority,0-9y,high school,poverty,0.4493988790424355,0.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,1.0
361686,65+,male,majority,20-29y,university,upper class,0.5935570210616777,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,1,1,4,0.0
180465,40-64,male,majority,20-29y,university,upper class,0.5469528093344056,1.0,before 2015,1.0,1.0,10238,15000.0,sedan,3,4,5,1.0
15409,65+,female,majority,30y+,university,upper class,0.6647874125137581,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,2,0,3,0.0
645283,16-25,female,majority,0-9y,none,poverty,0.3930304394075162,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0
746172,16-25,female,majority,0-9y,high school,working class,0.3104439496869316,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,1.0
284609,26-39,female,majority,10-19y,university,middle class,0.629040794332527,1.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,0.0
787173,40-64,male,majority,20-29y,none,middle class,0.5949942615350459,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,3,0,4,0.0
324523,16-25,male,majority,0-9y,none,working class,0.4136822947297669,0.0,before 2015,0.0,1.0,32765,,sedan,0,0,0,1.0
946168,26-39,male,majority,0-9y,university,middle class,0.5668017602483743,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,0.0
164865,16-25,male,majority,0-9y,none,poverty,0.5574101037418253,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0
584870,26-39,male,majority,10-19y,high school,middle class,0.5960178820895716,1.0,before 2015,0.0,1.0,10238,9000.0,sedan,0,0,1,0.0
592444,16-25,female,majority,0-9y,none,poverty,0.5653141355325579,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,0,0,0,0.0
780408,26-39,male,minority,0-9y,high school,poverty,0.3078087184319206,0.0,before 2015,1.0,0.0,32765,,sedan,0,0,0,1.0
313409,40-64,female,majority,20-29y,university,upper class,0.6720095267316407,1.0,after 2015,1.0,0.0,10238,13000.0,sedan,0,0,0,0.0
600015,65+,male,majority,10-19y,university,upper class,0.5242807123606903,1.0,after 2015,1.0,0.0,10238,9000.0,sedan,2,0,1,0.0
449608,65+,female,majority,10-19y,high school,middle class,0.4630535883640802,1.0,after 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,0.0
392143,65+,male,majority,20-29y,high school,upper class,0.6140424540441148,0.0,before 2015,0.0,0.0,10238,13000.0,sedan,4,0,1,0.0
508287,65+,male,majority,20-29y,university,upper class,0.6453591991000591,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,4,3,0,0.0
102757,65+,female,minority,10-19y,none,upper class,0.6854090454032493,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,1,0,0,0.0
426769,26-39,male,majority,10-19y,university,upper class,0.6670226191158176,1.0,before 2015,1.0,1.0,10238,14000.0,sedan,2,0,2,0.0
319786,16-25,male,majority,0-9y,university,upper class,0.6082656962441383,1.0,before 2015,1.0,0.0,10238,13000.0,sedan,0,0,0,1.0
472257,40-64,male,majority,20-29y,university,upper class,0.7216402910712306,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,2,0,5,0.0
614120,40-64,male,majority,20-29y,university,upper class,0.4596749902548559,0.0,before 2015,0.0,1.0,10238,13000.0,sports car,0,3,1,0.0
455627,40-64,male,majority,0-9y,none,middle class,0.4900678073285606,1.0,after 2015,0.0,1.0,92101,,sedan,0,0,0,0.0
886751,40-64,male,majority,0-9y,none,middle class,0.5417098412700575,1.0,before 2015,1.0,1.0,32765,7000.0,sedan,0,0,0,1.0
424339,16-25,female,majority,0-9y,none,poverty,,0.0,before 2015,0.0,0.0,32765,11000.0,sedan,0,0,0,1.0
954045,16-25,male,majority,0-9y,university,working class,0.4701928145539621,0.0,before 2015,0.0,1.0,10238,9000.0,sedan,0,0,0,1.0
539780,40-64,male,majority,20-29y,university,upper class,0.5806195342350445,1.0,after 2015,1.0,1.0,32765,7000.0,sedan,12,1,3,0.0
458428,26-39,female,majority,10-19y,high school,upper class,0.8246055134031282,1.0,after 2015,0.0,0.0,10238,14000.0,sedan,1,0,1,0.0
237986,16-25,female,majority,0-9y,high school,poverty,0.2866241766490909,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0
448925,26-39,female,majority,0-9y,none,poverty,,0.0,before 2015,0.0,1.0,10238,17000.0,sedan,0,0,0,0.0
140311,16-25,female,majority,0-9y,high school,working class,0.5105416142994454,0.0,before 2015,0.0,0.0,10238,12000.0,sedan,0,0,0,1.0
67509,26-39,male,majority,10-19y,university,upper class,,1.0,before 2015,1.0,1.0,10238,,sedan,1,0,2,0.0
757295,16-25,male,majority,0-9y,high school,upper class,0.61727812187165,1.0,after 2015,1.0,1.0,32765,10000.0,sedan,0,0,0,1.0
2654,16-25,male,majority,0-9y,high school,poverty,0.2266204187196561,0.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,1.0
125456,40-64,female,minority,20-29y,high school,upper class,0.4854096107116239,0.0,after 2015,1.0,1.0,10238,9000.0,sedan,2,1,3,0.0
510231,26-39,female,majority,10-19y,high school,working class,0.3846403721622462,0.0,before 2015,0.0,1.0,10238,11000.0,sedan,0,0,1,0.0
123705,40-64,female,minority,20-29y,high school,upper class,0.5610588085481812,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,3,0,1,0.0
252060,26-39,male,majority,10-19y,university,upper class,0.5035670239503522,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,5,0,2,0.0
683736,26-39,female,majority,10-19y,high school,working class,0.4400170768463599,1.0,before 2015,1.0,1.0,10238,14000.0,sedan,0,0,1,0.0
40343,65+,male,majority,10-19y,high school,upper class,0.6458584800209589,1.0,after 2015,1.0,1.0,92101,11000.0,sedan,2,0,0,0.0
750098,40-64,female,minority,20-29y,university,upper class,0.6946223389054919,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,4,2,1,0.0
837247,16-25,male,majority,0-9y,none,working class,0.3673915153567661,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,0.0
999976,40-64,female,majority,10-19y,high school,middle class,0.4709463634111504,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,0,0,1,0.0
935123,65+,male,majority,30y+,high school,upper class,0.6780290985770019,1.0,before 2015,1.0,1.0,32765,12000.0,sedan,11,1,1,0.0
345979,65+,male,majority,30y+,university,upper class,0.567420445945503,0.0,after 2015,1.0,1.0,10238,9000.0,sedan,5,1,7,0.0
278816,26-39,male,minority,10-19y,none,upper class,0.4696695415128295,1.0,before 2015,1.0,0.0,32765,8000.0,sedan,6,0,2,0.0
457341,40-64,female,minority,20-29y,university,upper class,0.6230965528779376,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,3,2,4,0.0
845448,40-64,male,majority,0-9y,high school,upper class,0.6780115158287626,0.0,after 2015,1.0,1.0,32765,11000.0,sedan,0,0,0,1.0
303039,16-25,female,majority,0-9y,high school,middle class,0.6533774120556458,1.0,after 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,0.0
782130,65+,male,majority,10-19y,high school,upper class,0.4838848652090954,1.0,before 2015,1.0,1.0,32765,8000.0,sedan,5,1,0,0.0
347755,65+,male,minority,0-9y,university,upper class,0.6814422418900506,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,0.0
12333,40-64,male,majority,20-29y,university,upper class,0.584162066396573,1.0,before 2015,1.0,0.0,10238,11000.0,sedan,4,0,0,0.0
763764,65+,male,majority,30y+,university,upper class,0.5968599686931912,1.0,before 2015,1.0,0.0,10238,15000.0,sedan,2,0,2,0.0
655511,16-25,female,majority,0-9y,none,poverty,0.377267939245568,0.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,1.0
885622,40-64,male,majority,20-29y,university,upper class,0.408776432410417,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,1,0,4,0.0
328664,26-39,male,majority,0-9y,high school,working class,0.3662098408890193,0.0,before 2015,0.0,0.0,32765,10000.0,sedan,0,0,0,1.0
606142,40-64,male,majority,10-19y,high school,middle class,0.5094372527074583,1.0,after 2015,1.0,1.0,32765,8000.0,sedan,2,0,2,0.0
206134,26-39,male,majority,0-9y,high school,middle class,0.6133896915585907,0.0,before 2015,0.0,0.0,10238,12000.0,sedan,0,0,0,1.0
195959,40-64,male,majority,10-19y,university,upper class,0.6749718971794846,1.0,after 2015,1.0,1.0,92101,12000.0,sedan,2,0,0,0.0
647122,26-39,male,majority,10-19y,university,upper class,0.6126814428612573,0.0,after 2015,0.0,0.0,10238,13000.0,sedan,3,0,1,1.0
55396,26-39,female,majority,0-9y,none,working class,0.5275057358985888,0.0,before 2015,0.0,0.0,32765,15000.0,sedan,0,0,0,1.0
349851,26-39,male,majority,10-19y,university,middle class,0.4038738668665778,1.0,after 2015,0.0,1.0,10238,15000.0,sedan,1,0,0,0.0
329801,40-64,male,majority,10-19y,university,upper class,0.6522632312864586,1.0,after 2015,0.0,1.0,32765,9000.0,sedan,3,1,1,0.0
890672,65+,male,majority,10-19y,university,upper class,0.632071900431844,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,3,0,2,0.0
25825,16-25,male,majority,0-9y,none,poverty,,0.0,before 2015,0.0,1.0,10238,15000.0,sedan,0,0,0,1.0
273676,40-64,female,majority,20-29y,university,upper class,0.7088589461787946,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,2,2,1,0.0
573910,40-64,male,majority,20-29y,university,upper class,0.6107452144722096,0.0,before 2015,1.0,1.0,92101,10000.0,sedan,10,0,2,0.0
242100,65+,female,majority,30y+,university,upper class,0.4709021936145576,1.0,after 2015,0.0,1.0,10238,10000.0,sedan,2,0,1,0.0
587145,40-64,male,majority,20-29y,high school,upper class,0.6637272722430558,1.0,after 2015,0.0,1.0,10238,15000.0,sedan,5,0,3,0.0
273939,65+,male,majority,20-29y,high school,upper class,0.6713585572774622,1.0,after 2015,1.0,1.0,32765,6000.0,sedan,8,1,2,0.0
905593,16-25,female,majority,0-9y,university,working class,0.5357575590071443,1.0,before 2015,0.0,1.0,32765,11000.0,sedan,0,0,0,1.0
545992,26-39,male,majority,10-19y,high school,upper class,0.6609333089751197,1.0,before 2015,1.0,0.0,10238,9000.0,sedan,2,0,3,0.0
969562,26-39,male,majority,10-19y,high school,working class,0.2158830849082594,1.0,before 2015,1.0,1.0,32765,10000.0,sedan,4,0,1,0.0
363787,40-64,male,majority,20-29y,none,working class,0.5240293740807962,1.0,before 2015,0.0,0.0,32765,14000.0,sedan,4,0,1,0.0
416920,65+,male,majority,30y+,university,upper class,0.5846714102071112,1.0,after 2015,1.0,1.0,32765,11000.0,sedan,13,1,3,0.0
664716,40-64,female,majority,20-29y,high school,upper class,0.4736095690653534,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,2,0,2,0.0
906950,40-64,male,minority,10-19y,university,upper class,0.5064086371116839,0.0,after 2015,1.0,1.0,10238,11000.0,sedan,3,0,2,0.0
344660,26-39,male,majority,10-19y,university,middle class,0.502144711398539,1.0,before 2015,0.0,0.0,32765,13000.0,sedan,4,0,3,1.0
129882,16-25,female,majority,0-9y,high school,middle class,0.4095777894765035,1.0,after 2015,0.0,0.0,10238,12000.0,sedan,0,0,0,0.0
851428,40-64,female,majority,10-19y,high school,working class,0.2778104486315901,0.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,2,1.0
766789,26-39,female,majority,10-19y,high school,working class,0.6616536709828063,1.0,before 2015,0.0,1.0,92101,12000.0,sedan,1,0,0,0.0
534886,65+,female,majority,30y+,high school,upper class,0.5888889061756829,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,2,0,2,0.0
791078,26-39,male,minority,10-19y,university,upper class,0.5758378032781618,1.0,after 2015,0.0,1.0,10238,14000.0,sedan,1,0,0,0.0
924520,26-39,female,majority,0-9y,high school,upper class,0.7519971243463806,1.0,before 2015,0.0,1.0,32765,9000.0,sedan,0,0,0,0.0
449811,26-39,male,majority,10-19y,high school,middle class,,1.0,after 2015,0.0,1.0,10238,13000.0,sedan,1,0,0,0.0
435122,65+,male,majority,30y+,university,upper class,0.6115255635879427,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,6,1,9,0.0
102844,40-64,female,majority,0-9y,high school,middle class,0.6487617772165083,1.0,before 2015,1.0,1.0,32765,9000.0,sedan,0,0,0,0.0
9863,40-64,male,majority,20-29y,high school,upper class,0.7221845906508915,1.0,after 2015,0.0,0.0,10238,15000.0,sedan,2,2,1,0.0
592668,16-25,female,majority,0-9y,high school,working class,0.2983405315294405,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,1.0
457936,40-64,female,majority,20-29y,high school,middle class,0.3943131593188522,0.0,before 2015,1.0,1.0,32765,12000.0,sedan,2,1,2,0.0
384974,40-64,male,majority,20-29y,university,middle class,0.5010180026077341,0.0,before 2015,1.0,1.0,10238,8000.0,sedan,1,0,3,0.0
933410,65+,female,majority,30y+,high school,middle class,0.6695109646953296,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,3,0,1,0.0
297690,26-39,female,majority,10-19y,high school,working class,0.5083268520271713,0.0,before 2015,1.0,1.0,10238,9000.0,sedan,2,0,0,0.0
280096,40-64,male,majority,10-19y,high school,upper class,0.730309867150182,1.0,after 2015,0.0,1.0,10238,,sedan,0,0,2,0.0
512035,40-64,female,majority,20-29y,high school,working class,0.4503634589093056,0.0,before 2015,0.0,0.0,32765,7000.0,sedan,2,0,0,0.0
518188,26-39,female,majority,0-9y,none,middle class,0.4374226306331744,1.0,after 2015,1.0,1.0,32765,12000.0,sedan,0,0,0,0.0
942224,40-64,female,majority,20-29y,none,middle class,0.5617018828890193,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,0.0
347653,40-64,male,majority,20-29y,university,upper class,0.4669035543886058,1.0,after 2015,0.0,1.0,32765,11000.0,sedan,5,3,3,0.0
978369,26-39,male,majority,0-9y,university,working class,0.277330465062199,0.0,before 2015,0.0,1.0,32765,12000.0,sedan,0,0,0,1.0
290516,65+,female,majority,20-29y,none,upper class,0.6736612645600645,1.0,before 2015,1.0,1.0,32765,10000.0,sedan,1,0,1,0.0
430766,16-25,female,majority,0-9y,high school,poverty,0.2907696723906524,1.0,before 2015,0.0,1.0,92101,14000.0,sedan,0,0,0,1.0
212303,65+,male,majority,30y+,high school,upper class,0.7086878384235843,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,1,1,7,0.0
753838,40-64,male,majority,10-19y,none,upper class,0.5047539827483274,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,0,0,0,0.0
754299,16-25,female,majority,0-9y,none,poverty,,1.0,before 2015,0.0,0.0,10238,,sedan,0,0,0,1.0
872973,40-64,male,majority,20-29y,university,upper class,0.6741173026157443,1.0,after 2015,1.0,0.0,10238,13000.0,sedan,1,1,1,0.0
517511,26-39,female,majority,10-19y,none,poverty,0.3460042308900576,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,0.0
357194,16-25,female,majority,0-9y,high school,poverty,0.5961511521802579,0.0,before 2015,0.0,0.0,10238,11000.0,sedan,0,0,0,1.0
632227,16-25,female,majority,0-9y,university,middle class,0.5584297222497407,1.0,before 2015,1.0,1.0,32765,7000.0,sedan,0,0,0,1.0
73173,40-64,female,majority,20-29y,high school,middle class,0.4795650162746911,1.0,before 2015,0.0,0.0,10238,12000.0,sedan,2,1,1,0.0
717908,40-64,female,majority,0-9y,university,upper class,0.5677135244725591,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,0.0
196865,40-64,male,majority,20-29y,high school,upper class,,1.0,after 2015,1.0,1.0,10238,6000.0,sedan,6,0,5,0.0
826053,65+,male,majority,30y+,university,upper class,0.7244869628614676,1.0,after 2015,1.0,1.0,10238,12000.0,sedan,6,1,3,0.0
394342,16-25,female,majority,0-9y,none,working class,0.4612268925007986,1.0,before 2015,0.0,0.0,32765,12000.0,sports car,0,0,0,1.0
344827,40-64,male,majority,20-29y,none,middle class,0.4596170604546482,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,3,1,3,0.0
425747,26-39,female,majority,0-9y,university,upper class,0.6082027648430689,0.0,after 2015,1.0,1.0,32765,6000.0,sedan,0,0,0,0.0
582667,65+,female,majority,0-9y,university,upper class,0.6848940070987218,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,1.0
53828,16-25,male,minority,0-9y,high school,working class,0.4987146666985322,0.0,before 2015,1.0,1.0,10238,8000.0,sedan,0,0,0,1.0
339853,40-64,male,majority,20-29y,university,upper class,0.704085650847231,1.0,after 2015,1.0,1.0,32765,7000.0,sedan,12,0,5,0.0
932809,16-25,female,majority,0-9y,none,poverty,0.3292359274424569,1.0,before 2015,0.0,0.0,92101,13000.0,sedan,0,0,0,1.0
7866,16-25,female,majority,0-9y,university,working class,,1.0,before 2015,0.0,1.0,10238,15000.0,sports car,0,0,0,0.0
272776,65+,male,majority,30y+,high school,upper class,0.5585866661510136,1.0,before 2015,1.0,1.0,32765,,sedan,17,0,3,0.0
26248,40-64,male,majority,20-29y,high school,upper class,0.6305716881715939,1.0,after 2015,1.0,1.0,92101,10000.0,sports car,4,1,4,1.0
545309,65+,male,minority,20-29y,high school,upper class,0.5501302706237786,1.0,after 2015,1.0,1.0,10238,7000.0,sports car,2,0,1,0.0
236191,16-25,male,majority,0-9y,none,poverty,0.0972109997290097,0.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,1.0
